GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
67FED52D-4062-D9D3-8E1C-FA9E51EFF2A7;Какие продукты снижают сахар в крови?;kakie-produkty-snizhayut-sahar-v-krovi;;;;;;;;;;
A693C6C8-3B8D-8189-9EDC-4814FFAF9FB8;Какая рекомендована диета после операции по удалению камней;kakaya-rekomendovana-dieta-posle-operacii-po-udaleniyu-kamney;;;;;;;;;;
0336412A-45D7-4F5D-5CBF-4A3E567DCCE9;Как снизить сахар в крови;kak-snizit-sahar-v-krovi;VJj66aVbGIs;;;;;;;;;
51934D70-BB6A-80A1-E588-687845D04413;Что можно есть при повышенном холестерине;chto-mozhno-est-pri-povyshennom-holesterine;GqUvrLgC_Ic;;;;;;;;;
BCF81A93-894B-D80E-332C-95824A660FCD;Диета кормящей матери;dieta-kormyaschey-materi;;;;;;;;;;
1DC0F5C9-C3DF-0C09-313D-F2E99BB2F5BA;Как принимать активированный уголь для очищения организма;kak-prinimat-aktivirovannyy-ugol-dlya-ochischeniya-organizma;n-AfYZW0y8s;;;;;;;;;
2DEB2FBF-5A20-2DF0-A25F-B2DF6E5CE0BF;Основы кетогенной диеты;osnovy-ketogennoy-diety;CT1zd65tC0o;;;;;;;;;
FB2D9418-7370-F945-F9F3-74354CB4F029;Какие сочетания продуктов полезны для здоровья;kakie-sochetaniya-produktov-polezny-dlya-zdorovya;;;;;;;;;;
E5B5435A-778C-C51C-124C-95B2C9669441;Как избавиться от чувства голода, и почему оно возникает?;kak-izbavitsya-ot-chuvstva-goloda-i-pochemu-ono-voznikaet;;;;;;;;;;
847577AB-093D-AB78-413D-144765FF8D79;Как приготовить напиток из корицы для похудения;kak-prigotovit-napitok-iz-koricy-dlya-pohudeniya;;;;;;;;;;
3C82892D-4439-7952-0002-B614766B0550;Как быстро и эффективно похудеть без диет;kak-bystro-i-effektivno-pohudet-bez-diet;;;;;;;;;;
E60A5A2D-F862-C8BA-BAF8-B6603E91028A;Диета после операции на поджелудочную железу;dieta-posle-operacii-na-podzheludochnuyu-zhelezu-;;;;;;;;;;
44EA7A2A-B531-04DA-3374-EF7558979A67;Как похудеть на 8 кг за неделю;kak-pohudet-na-8-kg-za-nedelyu;;;;;;;;;;
08BA9570-1F61-5B10-1150-371A69F0DBBD;Какие витамины необходимы при похудении;kakie-vitaminy-neobhodimy-pri-pohudenii;;;;;;;;;;
B12BD426-2D6C-DD70-4517-912A1F9D0435;Как набрать вес при помощи питания;kak-nabrat-ves-pri-pomoshchi-pitaniya;;;;;;;;;;
626296D1-AC6E-F7ED-BAD4-4C5E4E2ABDD7;Рецепты блюд при панкреатите;recepty-blyud-pri-pankreatite;;;;;;;;;;
2B3EB760-9458-59D6-2819-F1241A514CAF;Мифы о похудении;mify-o-pohudenii;;;;;;;;;;
8DE94C60-095E-F31E-1620-A34591015C2A;Какие продукты полезны для поджелудочной железы;kakie-produkty-polezny-dlya-podzheludochnoy-zhelezy;;;;;;;;;;
E1194B14-A326-EDCF-E3F9-691830ADC80F;Как восстановить поджелудочную;kak-vosstanovit-podzheludochnuyu;TD9hzrMnCSI;;;;;;;;;
401F39D0-AE16-1578-BB58-E36D945DEFA8;Как похудеть на 10 кг за неделю без вреда;kak-pohudet-na-10-kg-za-nedelyu-bez-vreda;;;;;;;;;;
E54BE22D-B96F-0AAD-7CFF-318C1D9C1D41;Как рассчитать коридор калорийности;kak-rasschitat-koridor-kaloriynosti;;;;;;;;;;
F9C8A8B3-8A1F-1C78-70C8-358BE562C6D0;Как рассчитать рацион питания;kak-rasschitat-racion-pitaniya;ouGRmMGQk5I;;;;;;;;;
2A926C7F-E281-65E9-D114-C2B0C7BCCC26;Как перестать набирать вес в 2018 году;kak-perestat-nabirat-ves;sQbZwk_-rUo;;;;;;;;;
38836A25-44A2-06A2-F73D-A574E3C44422;Какая еда полезна для организма;kakaya-eda-polezna-dlya-organizma;;;;;;;;;;
5096AE8A-136C-6D6F-1D97-B4A7AD108C01;Как выйти из сухого голодания;kak-vyyti-iz-suhogo-golodaniya;uZkyh_tfTxc;;;;;;;;;
6553C810-E1A4-19CA-C15C-83A93305143E;Диета Елены Малышевой: панацея или обман?;dieta-eleny-malyshevoy-panaceya-ili-obman;;;;;;;;;;
C65D3DC5-AC2F-0A3D-CE37-D118280836A0;Как похудеть в период климакса;kak-pohudet-v-period-klimaksa;Ph3J6AMoiwg;;;;;;;;;
6FAF466E-EBA8-B691-3CCD-E6DD68649FFC;Как похудеть при фигуре-груше;kak-pohudet-pri-figure-grushe;;;;;;;;;;
9A8202F5-C29F-0DA9-7B57-5B7C57928A92;Как сбросить 15 кг за месяц;kak-sbrosit-15-kg-za-mesyac;;;;;;;;;;
DBFE46FD-E506-DA04-493A-2173C44BECAB;Как применять листья сенны для похудения;kak-primenyat-listya-senny-dlya-pohudeniya;;;;;;;;;;
BBA3A597-4064-097A-7F5C-2372971CE99C;Диета от Елены Малышевой;dieta-ot-eleny-malyshevoy;;;;;;;;;;
8CACF99F-F7CA-9093-F60F-ACB3F4C48B36;"Как похудеть на 10 кг за неделю: диета &quot;Любимая&quot;";kak-pohudet-na-10-kg-za-nedelyu-dieta-lyubimaya;;;;;;;;;;
1DF00912-D639-7DE3-639E-4B029346797D;Какие продукты содержат клетчатку;kakie-produkty-soderzhat-kletchatku;zD5-C3MO0rQ]</li>  </ul>;;;;;;;;;
6D4D22E0-6A8B-34AB-7726-2309136921AA;Как похудеть в максимально короткие сроки;kak-pohudet-v-maksimalno-korotkie-sroki;;;;;;;;;;
E8ACF04F-EB7A-AB5D-BF59-CBAC6EB8E164;Полезная диета: как похудеть без вреда для здоровья?;poleznaya-dieta-kak-pohudet-bez-vreda-dlya-zdorovya;;;;;;;;;;
51A5132C-D8EF-7B02-7256-8AE759A44155;Какие продукты не вызывают аллергию;kakie-produkty-ne-vyzyvayut-allergiyu;;;;;;;;;;
473B438D-72A6-E4DE-B1B4-5934F01C578A;Как можно легко отказаться от сладкого;kak-mozhno-legko-otkazatsya-ot-sladkogo;;;;;;;;;;
C1654487-2B74-A0EC-CB9E-5C0ED8CE8956;Какую пищу нужно есть, чтобы быстро похудеть;kakuyu-pischu-nuzhno-est-chtoby-bystro-pohudet;;;;;;;;;;
7851DF83-4761-7306-A773-EE7864C219C4;От какой пищи бывают запоры;ot-kakoy-pischi-byvayut-zapory;;;;;;;;;;
E86ECA27-72CF-5B36-44AD-F538D308BCB2;Полезно ли голодать раз в неделю;polezno-li-golodat-raz-v-nedelyu;;;;;;;;;;
ED7232E8-B682-A43D-FC70-323A4FB1B142;Очищение организма овсянкой;ochischenie-organizma-ovsyankoy;;;;;;;;;;
998DA019-52C3-DD4E-B684-DE3C671FF6A6;Диета для повышения гемоглобина;dieta-dlya-povysheniya-gemoglobina;;;;;;;;;;
C9249AD3-F00E-AC65-37DD-34DD56B9BCE3;Весенняя диета для похудения;vesennyaya-dieta-dlya-pohudeniya-;;;;;;;;;;
08485B1D-D1A1-511B-E062-60B060C57F81;Что можно есть после родов в роддоме;chto-mozhno-est-posle-rodov-v-roddome;;;;;;;;;;
337F3B3E-1E21-A269-4F0B-7B3C9684F5D7;Как похудеть на 20 кг за 2 месяца;kak-pohudet-na-20-kg-za-2-mesyaca;;;;;;;;;;
33AE0610-ADF9-CD09-D159-196E00A5C68C;Как похудеть после 50 лет в домашних условиях быстро;kak-pohudet-posle-50-let-v-domashnih-usloviyah-bystro;;;;;;;;;;
69298E6C-443E-363A-A71D-28664465DA3C;Как за короткий срок похудеть;kak-za-korotkiy-srok-pohudet;;;;;;;;;;
85691AED-6EAA-E96C-8632-3BA56D5C2BE5;Диета при болях в суставах и ревматизме;dieta-pri-bolyah-v-sustavah-i-revmatizme;;;;;;;;;;
B5337DF0-947B-C00F-447E-CE04ED57AA0C;Чем кормить ребенка при стоматите;chem-kormit-rebenka-pri-stomatite;rhuyp2YcU_8;;;;;;;;;
5852303F-E2F9-F8C4-ABAA-7436ACDF6BD7;Как стать стройнее в домашних условиях: 3 секрета на все времена!;kak-stat-stroynee-v-domashnih-usloviyah-3-sekreta-na-vse-vremena;FhARNnl-omM;;;;;;;;;
3491287C-42D8-4B3E-117F-BB406C6FCAF8;Какие продукты являются слабительными;kakie-produkty-yavlyayutsya-slabitelnymi;;;;;;;;;;
17DD5257-F2BC-003D-C82C-68CF19C275D7;Арбузная диета;arbuznaya-dieta;;;;;;;;;;
545C5C18-5ECF-EACF-3995-230D370571B0;Какие двенадцать продуктов полезны для бодрого утра;kakie-dvenadcat-produktov-polezny-dlya-bodrogo-utra;;;;;;;;;;
B59AA94A-8C54-FD7C-C559-69B6745565B6;Как похудеть на 12 кг за месяц;kak-pohudet-na-12-kg-za-mesyac-;;;;;;;;;;
3BD3BCFC-0308-AFB2-B7F6-40D7B3069FE7;Как похудеть на тридцать килограмм;kak-pohudet-na-tridcat-kilogramm;;;;;;;;;;
A7387ADF-F94A-A4AE-99AD-890B7CCFD6BD;Умная диета;umnaya-dieta;;;;;;;;;;
F1D90481-54AC-B4E8-DA42-1DC1DFF31C6B;Безглютеновая диета: что можно есть?;bezglyutenovaya-dieta-chto-mozhno-est;;;;;;;;;;
5680F866-D5C2-18E2-E30E-F53D9A77C7EC;Низкожировые диеты;nizkozhirovye-diety;;;;;;;;;;
65C729D6-8225-6474-65C0-EE2FB9A248B5;Какая диета рекомендована после операции язвы 12 перстной кишки;kakaya-dieta-rekomendovana-posle-operacii-yazvy-12-perstnoy-kishki;;;;;;;;;;
256E9DD4-AE0E-E179-79D0-B13CE6ED2AC2;Цитрусовые диеты: апельсин и лимон;citrusovye-diety-apelsin-i-limon;;;;;;;;;;
807EA8FF-9004-F0F3-94F1-5DB6E13CCB32;Как правильно выбрать диету;kak-pravilno-vybrat-dietu;;;;;;;;;;
A247E9E5-B17D-C030-27A2-4FEDFAE62E1C;Как сбросить вес на банановой диете;kak-sbrosit-ves-na-bananovoy-diete;;;;;;;;;;
87D50865-CA95-3299-FB0B-B1E0478B659D;Какие овощи можно кормящим?;kakie-ovoschi-mozhno-kormyaschim;;;;;;;;;;
C47042E7-AD67-9793-F6D4-1D6537B65800;Как похудеть между делом;kak-pohudet-mezhdu-delom;;;;;;;;;;
E99024F0-9CD0-8272-D310-831582CE3E81;Диета при острых инфекционных заболеваниях;dieta-pri-ostryh-infekcionnyh-zabolevaniyah;;;;;;;;;;
06B443FF-3FEB-EE8B-D1BF-4F07B50AFD6C;Можно ли алкоголь на диете Дюкана;mozhno-li-alkogol-na-diete-dyukana;;;;;;;;;;
FFEA6A59-C152-426E-72E8-E6263FE9EC5F;"Низкоуглеводная диета &mdash; способ похудеть";nizkouglevodnaya-dieta----sposob-pohudet;;;;;;;;;;
642D59E4-401E-B544-89A2-76227DA70F1A;Зерновая диета для потери веса;zernovaya-dieta-dlya-poteri-vesa;;;;;;;;;;
EF4ED2E9-647E-18EE-D626-31F4B5E2FB6D;Диета Протасова;dieta-protasova;;;;;;;;;;
E59077F5-6F39-FF36-D676-8306F159E1CF;Как использовать орехи для похудения;kak-ispolzovat-orehi-dlya-pohudeniya;9OC9xbrIkwA;;;;;;;;;
345047E2-92CA-221F-9A63-4A0161B826FA;Магические рисовые зерна;magicheskie-risovye-zerna;;;;;;;;;;
D5B4A106-6B8C-0DE3-264D-2F0C9E66B97D;Вегетарианская диета;vegetarianskaya-dieta;;;;;;;;;;
6FEA7691-602C-AE8C-047C-C2DFAEDF4BEC;Какие фрукты противопоказаны больным сахарным диабетом;kakie-frukty-protivopokazany-bolnym-saharnym-diabetom;;;;;;;;;;
29F10FCC-09AB-D1AE-1ECA-2D324EC54F92;Похудение на кукурузной каше;pohudenie-na-kukuruznoy-kashe;;;;;;;;;;
5F70820F-CA7B-2D3B-A2E4-30239DC062A6;Сколько калорий нужно потреблять в день, чтобы похудеть;skolko-kaloriy-nuzhno-potreblyat-v-den-chtoby-pohudet;vkir3kRx8-o;;;;;;;;;
AFDB8463-19D4-F429-ADA1-F445E713B74F;Праздничный стол для диабетика;prazdnichnyy-stol-dlya-diabetika;;;;;;;;;;
A1CEA4DE-57E4-69F8-E7FD-289DBCA9D68D;Чем питаться на диете;chem-pitatsya-na-diete;;;;;;;;;;
3579A085-24A5-2F31-E3FA-D23AC9B54F39;Худей как звезда;hudey-kak-zvezda;;;;;;;;;;
DDD93E8A-4E0D-0009-3C40-CE264221CCD8;Диета кормящей мамы при коликах у младенца;dieta-kormyaschey-mamy-pri-kolikah-u-mladenca;;;;;;;;;;
D8E615F7-7EC3-A88F-A557-A1FE1E6D63AF;Правильный подбор диеты;pravilnyy-podbor-diety;;;;;;;;;;
B750D7A4-9532-821A-03DA-37B503A30EF2;Рецепты коктейлей для похудения;recepty-kokteyley-dlya-pohudeniya;;;;;;;;;;
ACDC1FE7-87A3-7522-B7AC-695D77FA0909;Правила по улучшению обмена веществ;pravila-po-uluchsheniyu-obmena-veschestv;;;;;;;;;;
826D9DB2-DA13-D43A-8D9C-C44758C93DB0;Как не набрать вес в выходные;kak-ne-nabrat-ves-v-vyhodnye;;;;;;;;;;
B6E1B3E0-4F35-2EC6-FF17-382B28946097;"Кремлевская диета &mdash; диета депутатов";kremlevskaya-dieta----dieta-deputatov;;;;;;;;;;
88E1EB02-71AE-8C79-08EC-6A25778416F1;Какие продукты помогут понизить артериальное давление;kakie-produkty-pomogut-ponizit-arterialnoe-davlenie;i6Qsm4IHhUo;;;;;;;;;
8B13873A-B722-8422-1686-C4A01BD00FF5;Какая пища лучше всего усваивается;kakaya-pischa-luchshe-vsego-usvaivaetsya;;;;;;;;;;
D6C223A3-95BC-D7ED-D915-F619BF163EAA;Угольная диета;ugolnaya-dieta;;;;;;;;;;
98801A2D-465B-44AB-8483-F87037C1DF84;Почему нельзя пить алкоголь при похудении;pochemu-nelzya-pit-alkogol-pri-pohudenii;;;;;;;;;;
82A1D305-648D-8A7D-0AC1-50DC38897D79;Топ-6 продуктов для вашей красоты;top-produktov-dlya-vashey-krasoty;C4-ucnpwHy4;;;;;;;;;
4A05C81F-3179-0ED0-5CAB-2C6E12FC544A;Как начать худеть, не лишив себя привычных удовольствий;kak-nachat-hudet-ne-lishiv-sebya-privychnyh-udovolstviy;;;;;;;;;;
12608030-F2D4-20CE-B97E-88670E717799;Как перебороть голод;kak-pereborot-golod;;;;;;;;;;
C71A02F2-018A-EAF9-B2AC-B8E8C22CB8D5;Какие продукты содержат пурины;kakie-produkty-soderzhat-puriny;;;;;;;;;;
95368613-8D27-921E-BE06-F21CF372CCEA;Как сбросить 1 кг;kak-sbrosit-1-kg;;;;;;;;;;
EAC8E2CB-D634-2916-7A0F-0C9D9A2FD28C;Как скинуть 5 кг за 5 дней;kak-skinut-5-kg-za-5-dney;6m1oTTrqVV8;;;;;;;;;
A2F167BD-F7FC-A8CB-D23B-83085BC0FDF6;Как начать худеть уже сегодня;kak-nachat-hudet-uzhe-segodnya;;;;;;;;;;
C01BC3DD-B097-EAB6-4BF8-B90F7FC169DA;"Капустная диета &mdash; способ похудеть";kapustnaya-dieta----sposob-pohudet;;;;;;;;;;
FE10471C-E308-0D29-FB6E-568B36B29D76;Какие домашние напитки помогают справиться с жарой;kakie-domashnie-napitki-pomogayut-spravitsya-s-zharoy;;;;;;;;;;
B40EB0A3-4AEC-3EAF-AF4A-75A73CABED00;От каких фруктов бывает запор;ot-kakih-fruktov-byvaet-zapor;;;;;;;;;;
E490C0F5-A7E7-7C4E-24C3-FCA83226DEC4;Какие продукты полезны для нервной системы;kakie-produkty-polezny-dlya-nervnoy-sistemy;;;;;;;;;;
0684D247-0B2E-7246-FC37-22A46159B7C8;Как можно похудеть в домашних условиях;kak-mozhno-pohudet-v-domashnih-usloviyah;;;;;;;;;;
5700A85A-F818-5692-2BE7-BBADAE1A8B20;Как быстро похудеть: верный способ;kak-bystro-pohudet-vernyy-sposob;;;;;;;;;;
FFBF3E16-615A-BD1F-E15B-11CF2770FD3F;А нужна ли диета, чтобы похудеть?;a-nuzhna-li-dieta-chtoby-pohudet;;;;;;;;;;
2C3A2AB1-34BF-35BE-7AD3-2A4AC968AE50;"Диета &quot;5 столовых ложек&quot;";dieta-5-stolovyh-lozhek;;;;;;;;;;
393BD7A5-6D0C-89C2-1A12-CE0B850AC22F;Как убрать до 8 кг за одну неделю;kak-ubrat-do-8-kg-za-odnu-nedelyu;;;;;;;;;;
1169960E-E7C2-1631-4FC3-29FA6888A317;Имбирный чай для похудения;imbirnyy-chay-dlya-pohudeniya;k9nM9lPX7fg;;;;;;;;;
0A52D323-4CF4-3ECE-48C2-1CACD416E78D;Как правильно организовать разгрузочный день;kak-pravilno-organizovat-razgruzochnyy-den;;;;;;;;;;
E634E3FC-E390-312A-0D25-FB8EA0BE26A4;В каких продуктах содержатся серосодержащие аминокислоты;v-kakih-produktah-soderzhatsya-serosoderzhaschie-aminokisloty;HnABpXo-Z_k;;;;;;;;;
3AE49243-7B95-3317-4AB4-7DAB96082D79;Альтернативные способы похудеть;alternativnye-sposoby-pohudet;;;;;;;;;;
DC7331A3-DDB3-3B7B-60A5-F2B1A0402B66;Самые популярные диеты;samye-populyarnye-diety;;;;;;;;;;
25D962B7-A51E-95CF-1DD3-D54E5786FA3C;Советы по использованию кефирной диеты;sovety-po-ispolzovaniyu-kefirnoy-diety;;;;;;;;;;
83076730-4C26-126D-49B8-858C164F3B68;Как быстро сбросить вес или похудеть;kak-bystro-sbrosit-ves-ili-pohudet;;;;;;;;;;
914775F3-91CE-CE4F-41DC-9E524BB75B6E;Как замедлить обмен веществ;kak-zamedlit-obmen-veschestv;;;;;;;;;;
C7E427CE-9B3C-F5D9-4D58-1225F9A3D014;Как похудеть на 25 кг за год;kak-pohudet-na-25-kg-za-god;qcFDLhI_1FI;;;;;;;;;
FBDA992F-0693-881D-AF24-D54AD9DCED97;Восемь продуктов для очищения организма;vosem-produktov-dlya-ochischeniya-organizma;;;;;;;;;;
A04A5C06-9161-806C-3FFD-1CB0B4D42516;Похудение без особых диет;pohudenie-bez-osobyh-diet;;;;;;;;;;
00439618-AB7C-5A2F-1BF4-E4632BB9A1EC;Как во время беременности не потолстеть: составляем правильное меню;kak-vo-vremya-beremennosti-ne-potolstet-sostavlyaem-pravilnoe-menyu;;;;;;;;;;
DFAC5619-D452-3305-5AE9-61F45BA57E2E;Принципы антихолестериновой диеты;principy-antiholesterinovoy-diety;;;;;;;;;;
973928ED-00C8-2D8E-0F5F-0FE2066B82A4;Как за 1 неделю похудеть;kak-za-1-nedelyu-pohudet;pGkW00_7OFU;;;;;;;;;
C75CD8A8-9069-D45F-B405-07F477A3A606;Как похудеть на 10 кг за неделю;kak-pohudet-na-10-kg-za-nedelyu;;;;;;;;;;
4033763E-C23C-1333-1A79-A89B14B29677;Рацион для беременных женщин;racion-dlya-beremennyh-zhenschin;;;;;;;;;;
27E98B80-9A4A-F3F3-F077-36473729B178;Как рассчитать калорийность макарон;kak-rasschitat-kaloriynost-makaron;;;;;;;;;;
